Date,Open,High,Low,Close,Volume,TradingValue,UpLimit,LowLimit
2007-04-23,7348.01,7358.27,7302.43,7335.62,,,,
2007-04-24,7342.08,7342.08,7218.72,7270.32,,,,
2007-04-25,7291.77,7363.37,7287.8,7343.08,,,,
2007-04-26,7368.54,7412.53,7356.84,7387.02,,,,
2007-04-27,7384.02,7395.36,7333.69,7378.12,,,,
2007-04-30,7369.24,7436.3,7361.36,7408.87,,,,
2007-05-02,7429.93,7462.72,7422.81,7455.93,,,,
2007-05-03,7472.14,7483.22,7420.35,7476.69,,,,
2007-05-04,7476.68,7526.51,7460.02,7516.76,,,,
2007-05-07,7523.95,7538.59,7508.1,7525.69,,,,
2007-05-08,7515.01,7515.47,7413.01,7442.2,,,,
2007-05-09,7471.95,7489.86,7427.25,7475.99,,,,
2007-05-10,7477.44,7494.18,7400.42,7415.33,,,,
2007-05-11,7386.8,7482.36,7304.61,7479.34,,,,
2007-05-14,7505,7527.96,7446.11,7459.61,,,,
2007-05-15,7432.66,7520.53,7418.26,7505.35,,,,
2007-05-16,7483.43,7523,7460.29,7481.25,,,,
2007-05-17,7502.12,7528.62,7483.66,7499.5,,,,
2007-05-18,7498.57,7613.62,7490.51,7607.54,,,,
2007-05-21,7614.04,7644.44,7599.49,7619.31,,,,
2007-05-22,7623.64,7676.87,7608.76,7659.39,,,,
2007-05-23,7665.05,7739.06,7659.8,7735.88,,,,
2007-05-24,7716.18,7774.36,7669.05,7697.38,,,,
2007-05-25,7672.95,7746.92,7658.27,7739.2,,,,
2007-05-29,7758.86,7787.55,7735.8,7781.04,,,,
2007-05-30,7741.95,7768.75,7675.89,7764.97,,,,
2007-05-31,7790.93,7895.71,7790.93,7883.04,,,,
2007-06-01,7891.2,8001.63,7889.74,7987.85,,,,
2007-06-04,7973.68,8010.39,7936.18,7976.79,,,,
2007-06-05,7987.11,7996.61,7880.35,7919.83,,,,
2007-06-06,7916.71,7925.84,7723.55,7730.05,,,,
2007-06-07,7750.38,7786.94,7590.17,7618.61,,,,
2007-06-08,7576.01,7644.96,7499.43,7590.5,,,,
2007-06-11,7623.33,7706.1,7623.33,7706.1,,,,
2007-06-12,7693.6,7740.02,7629.46,7678.26,,,,
2007-06-13,7652.59,7701.01,7595.69,7680.76,,,,
2007-06-14,7753.18,7850.73,7752.04,7849.16,,,,
2007-06-15,7861.22,8032.97,7860.33,8030.64,,,,
2007-06-18,8044.73,8095.76,8013.58,8036.12,,,,
2007-06-19,8044.59,8074.11,8011.29,8033.52,,,,
2007-06-20,8066.18,8131.73,8046.64,8090.49,,,,
2007-06-21,8050.65,8060.64,7905.18,7964.71,,,,
2007-06-22,7977.26,8013.6,7925.13,7949.63,,,,
2007-06-25,7896.91,7942.94,7829.78,7930.61,,,,
2007-06-26,7882.39,7904.53,7817.39,7860.52,,,,
2007-06-27,7820.35,7822.35,7750.62,7801.23,,,,
2007-06-28,7847.44,7923.59,7847.44,7921.36,,,,
2007-06-29,7947.16,8007.74,7901.6,8007.32,,,,
2007-07-02,7969.27,7981.36,7916.47,7958.24,,,,
2007-07-03,7985.26,8066.83,7985.26,8050.68,,,,
2007-07-04,8057.68,8090.22,8055.25,8075.26,,,,
2007-07-05,8101.89,8115.06,7968.79,7987.13,,,,
2007-07-06,7987.12,8048.44,7947.07,8048.32,,,,
2007-07-09,8077.18,8119.8,8058.77,8077.39,,,,
2007-07-10,8081.73,8109.71,7934.85,7964.76,,,,
2007-07-11,7922.23,7922.23,7799.93,7898.54,,,,
2007-07-12,7921.76,8053.62,7880.92,8053.43,,,,
2007-07-13,8089.56,8151.57,8065.11,8092.77,,,,
2007-07-16,8101.53,8130.72,8074.97,8105.69,,,,
2007-07-17,8090.01,8090.01,7995.44,8038.21,,,,
2007-07-18,7987.52,7990.36,7879.14,7893.61,,,,
2007-07-19,7934.02,8010.75,7933.19,7991.21,,,,
2007-07-20,7986.85,8006.23,7864.18,7874.85,,,,
2007-07-23,7880.29,7944.21,7836.42,7944.21,,,,
2007-07-24,7916.36,7933.58,7806.23,7806.79,,,,
2007-07-25,7747.93,7790.2,7659.61,7692.55,,,,
2007-07-26,7708.32,7731.17,7506.04,7508.96,,,,
2007-07-27,7437.11,7535.37,7372.89,7451.68,,,,
2007-07-30,7460.71,7503.17,7386.6,7456.31,,,,
2007-07-31,7507.96,7632.83,7501.53,7584.14,,,,
2007-08-01,7472.36,7544.7,7396.36,7473.93,,,,
2007-08-02,7518.91,7568.2,7502.72,7534.13,,,,
2007-08-03,7549.82,7566.64,7419.84,7435.67,,,,
2007-08-06,7390.88,7471.75,7382.96,7444.45,,,,
2007-08-07,7481.35,7534.93,7459.09,7513.66,,,,
2007-08-08,7538.97,7614.24,7531.71,7605.94,,,,
2007-08-09,7578.12,7581.79,7426.05,7453.59,,,,
2007-08-10,7373.91,7386.41,7293.52,7343.26,,,,
2007-08-13,7380.18,7476.7,7380.18,7474.33,,,,
2007-08-14,7441.5,7492.76,7383.32,7425.07,,,,
2007-08-15,7391.48,7470.94,7343.25,7445.9,,,,
2007-08-16,7360.28,7360.28,7240.78,7270.07,,,,
2007-08-17,7241.62,7497.65,7190.36,7378.29,,,,
2007-08-20,7400.45,7450.39,7386.55,7407.53,,,,
2007-08-21,7427.52,7469.86,7345.13,7424.75,,,,
2007-08-22,7429.01,7525.71,7424.12,7500.48,,,,
2007-08-23,7560.91,7591.52,7511.91,7511.96,,,,
2007-08-24,7490.82,7526.14,7459.95,7507.27,,,,
2007-08-27,7525.59,7541.87,7475.95,7485.99,,,,
2007-08-28,7476.99,7477.27,7419.68,7430.24,,,,
2007-08-29,7383.09,7451.97,7353.82,7439.18,,,,
2007-08-30,7469.45,7529.75,7416.66,7519.94,,,,
2007-08-31,7554.6,7659.72,7536.78,7638.17,,,,
2007-09-03,7643.64,7677.67,7630.85,7648.58,,,,
2007-09-04,7635.41,7725.34,7595.45,7721.77,,,,
2007-09-05,7700.76,7717.16,7588.03,7588.03,,,,
2007-09-06,7618.34,7644.43,7510.77,7621.72,,,,
2007-09-07,7612.92,7629.86,7420.83,7436.63,,,,
2007-09-10,7437.69,7467.45,7369.7,7375.44,,,,
2007-09-11,7409.25,7481.98,7409.25,7457.9,,,,
2007-09-12,7458.68,7477.99,7420.66,7472.99,,,,
2007-09-13,7459.43,7545.23,7430.64,7535.97,,,,
2007-09-14,7514.62,7522.12,7445.41,7497.74,,,,
2007-09-17,7497.09,7530.81,7433.23,7479.85,,,,
2007-09-18,7460.04,7588.42,7452,7575.21,,,,
2007-09-19,7629.11,7771.02,7627.75,7750.84,,,,
2007-09-20,7728.78,7745.25,7696.94,7735.09,,,,
2007-09-21,7722.97,7809.24,7714.81,7794.43,,,,
2007-09-24,7777.2,7797.62,7762.05,7787.92,,,,
2007-09-25,7755.17,7786.93,7717.44,7769.44,,,,
2007-09-26,7797.34,7815.49,7788.44,7804.15,,,,
2007-09-27,7844.42,7882.18,7837.34,7853.79,,,,
2007-09-28,7850.94,7880.42,7790.23,7861.51,,,,
2007-10-01,7851.29,7922.42,7831.4,7922.42,,,,
2007-10-02,7937.22,7971.13,7924.14,7946.79,,,,
2007-10-03,7952.38,7964.4,7928.56,7955.3,,,,
2007-10-04,7940.65,7966.81,7911.86,7944.99,,,,
2007-10-05,7954.25,8014.16,7946.34,8002.18,,,,
2007-10-08,8008.76,8017.77,7968.25,7974.37,,,,
2007-10-09,7974.87,8012.87,7955.04,7980.44,,,,
2007-10-10,7985.98,8009.34,7955.93,7986.57,,,,
2007-10-11,7985.68,8063.83,7981.53,8033.69,,,,
2007-10-12,7995.59,8041.26,7974.87,8041.26,,,,
2007-10-15,8039.8,8039.8,7951.26,7969.47,,,,
2007-10-16,7946.12,7964.6,7927.78,7962.64,,,,
2007-10-17,7944.53,8017.04,7941.51,7985.41,,,,
2007-10-18,7997.73,8014.56,7906.79,7921.4,,,,
2007-10-19,7895.53,7940.29,7870.73,7884.12,,,,
2007-10-22,7819.28,7819.28,7763.64,7794.94,,,,
2007-10-23,7822.89,7876.62,7822.89,7842.79,,,,
2007-10-24,7842.13,7861.27,7807.99,7828.96,,,,
2007-10-25,7862.61,7970.57,7861.39,7932.44,,,,
2007-10-26,7944.34,7970.36,7919.2,7949.17,,,,
2007-10-29,7989.4,8016.47,7986.71,8009.67,,,,
2007-10-30,8004.59,8004.59,7966.24,7977.94,,,,
2007-10-31,7975.02,8027.49,7960.48,8019.22,,,,
2007-11-01,8024.41,8038.41,7853.76,7880.85,,,,
2007-11-02,7846.91,7864.48,7792.37,7849.49,,,,
2007-11-05,7790.89,7830.92,7779.97,7807.55,,,,
2007-11-06,7823.22,7859.95,7821.78,7827.19,,,,
2007-11-07,7839.06,7854.16,7739.92,7799.62,,,,
2007-11-08,7771.56,7844.4,7701.87,7819.47,,,,
2007-11-09,7830.12,7918.92,7792.82,7812.4,,,,
2007-11-12,7780.49,7810.6,7766.07,7806.84,,,,
2007-11-13,7781.42,7791.5,7752.24,7777.56,,,,
2007-11-14,7821.42,7866.01,7765.51,7783.11,,,,
2007-11-15,7781.81,7803.87,7635.69,7667.03,,,,
2007-11-16,7635.65,7655.96,7564.66,7612.26,,,,
2007-11-19,7608.2,7623.1,7498.9,7511.97,,,,
2007-11-20,7550.35,7634.46,7523.67,7630.31,,,,
2007-11-21,7569.86,7569.86,7474.51,7518.42,,,,
2007-11-22,7538.8,7581.13,7488.09,7562.1,,,,
2007-11-23,7565.01,7620.29,7549.15,7608.96,,,,
2007-11-26,7642.1,7674.66,7559.7,7567.36,,,,
2007-11-27,7537.55,7546.41,7444.62,7531.35,,,,
2007-11-28,7552.26,7729,7536.54,7723.66,,,,
2007-11-29,7755.3,7780.48,7729.44,7765.19,,,,
2007-11-30,7772.44,7894.47,7771.77,7870.52,,,,
2007-12-03,7859.39,7889.59,7825.66,7837.26,,,,
2007-12-04,7841.87,7849.94,7785.12,7808.94,,,,
2007-12-05,7850.94,7953.94,7842.62,7944.77,,,,
2007-12-06,7958.18,7998.04,7911.48,7940.58,,,,
2007-12-07,7963.25,8009.76,7957.55,7994.07,,,,
2007-12-10,7972.7,8057.69,7955.19,8033.36,,,,
2007-12-11,8050.37,8067.04,7983.41,8009.42,,,,
2007-12-12,7968.93,8117.79,7928.12,8076.12,,,,
2007-12-13,8014.47,8034.32,7922.98,7928.31,,,,
2007-12-14,7949,7987.29,7873.27,7948.36,,,,
2007-12-17,7884.17,7884.19,7812.02,7825.44,,,,
2007-12-18,7811.08,7942.76,7796.1,7850.74,,,,
2007-12-19,7865.33,7876.59,7777.4,7837.32,,,,
2007-12-20,7842.26,7919.05,7842.17,7869.19,,,,
2007-12-21,7913.38,8015.42,7913.38,8002.67,,,,
2007-12-27,8038.73,8073.99,8024.77,8038.6,,,,
2007-12-28,8010.89,8068.95,7991.81,8067.32,,,,
2008-01-02,8045.97,8100.64,7925.11,7949.11,,,,
2008-01-03,7941.52,7969.9,7858.39,7908.41,,,,
2008-01-04,7913.53,7914.7,7780.27,7808.69,,,,
2008-01-07,7810.82,7858.64,7781.68,7817.17,,,,
2008-01-08,7844.5,7923.44,7831.51,7849.99,,,,
2008-01-09,7839.23,7841.62,7770.42,7782.71,,,,
2008-01-10,7799.11,7830.95,7700.85,7713.09,,,,
2008-01-11,7717.45,7746.47,7675.45,7717.95,,,,
2008-01-14,7692.54,7759.17,7683.54,7732.02,,,,
2008-01-15,7714.6,7724.26,7563.9,7566.38,,,,
2008-01-16,7536.48,7555.56,7450.38,7471.57,,,,
2008-01-17,7504.85,7547.47,7400.08,7413.53,,,,
2008-01-18,7417.55,7501.04,7287.29,7314.17,,,,
2008-01-21,7292.68,7292.68,6762.77,6790.19,,,,
2008-01-22,6591.39,6877.62,6420.71,6769.47,,,,
2008-01-23,6811.81,6884.87,6384.4,6439.21,,,,
2008-01-24,6550.11,6854.98,6550.11,6821.07,,,,
2008-01-25,6884.16,7002.19,6782.41,6816.74,,,,
2008-01-28,6749.29,6827.37,6680.3,6818.85,,,,
2008-01-29,6834.6,6929.88,6823.68,6892.96,,,,
2008-01-30,6886.92,6920.77,6822.44,6875.35,,,,
2008-01-31,6856.88,6887.75,6691.25,6851.75,,,,
2008-02-01,6896.19,7037.16,6896.19,6968.67,,,,
2008-02-04,7018.64,7059.19,6975.93,7000.49,,,,
2008-02-05,6998.74,7000.05,6744.17,6765.25,,,,
2008-02-06,6726.54,6861.94,6696.94,6847.51,,,,
2008-02-07,6829.07,6839.16,6655.65,6733.72,,,,
2008-02-08,6777.54,6851.78,6706.18,6767.28,,,,
2008-02-11,6723.97,6812.21,6690.77,6743.54,,,,
2008-02-12,6793.47,6979.23,6746.2,6967.84,,,,
2008-02-13,6914.21,7007.05,6869.94,6973.67,,,,
2008-02-14,7024.57,7062.08,6935.31,6962.28,,,,
2008-02-15,6966.75,7012.63,6797.76,6832.43,,,,
2008-02-18,6865.57,6997.77,6865.57,6967.55,,,,
2008-02-19,6947.68,7079.74,6890.93,7002.29,,,,
2008-02-20,6933.02,6964.93,6852.58,6899.68,,,,
2008-02-21,6928.34,7017.86,6881.29,6904.85,,,,
2008-02-22,6889.49,6889.49,6762.77,6806.29,,,,
2008-02-25,6850.92,6922.61,6825.12,6882.56,,,,
2008-02-26,6906.43,7007.44,6906.43,6985.97,,,,
2008-02-27,7007.69,7017.7,6881.23,6997.85,,,,
2008-02-28,6985.42,6995.39,6849.59,6862.52,,,,
2008-02-29,6847.9,6864.69,6698.55,6748.13,,,,
2008-03-03,6692.98,6701.53,6608.61,6689.95,,,,
2008-03-04,6692.73,6720.16,6516.83,6545.04,,,,
2008-03-05,6583.3,6699.3,6578.82,6683.71,,,,
2008-03-06,6674.74,6683.16,6569.6,6591.31,,,,
2008-03-07,6550.55,6562.4,6450.88,6513.99,,,,
2008-03-10,6487.11,6537.39,6414.52,6448.08,,,,
2008-03-11,6462.53,6604,6431.74,6524.57,,,,
2008-03-12,6574.52,6666.58,6569.36,6599.37,,,,
2008-03-13,6529.62,6529.62,6399.04,6500.56,,,,
2008-03-14,6500.17,6623.42,6391.56,6451.9,,,,
2008-03-17,6360.92,6362.02,6167.82,6182.3,,,,
2008-03-18,6237.63,6417.95,6237.63,6393.39,,,,
2008-03-19,6429.24,6469.99,6310.6,6361.22,,,,
2008-03-20,6331.06,6376.24,6270.98,6319.99,,,,
2008-03-25,6443.45,6540.48,6443.36,6524.71,,,,
2008-03-26,6508.43,6538.28,6469,6489.26,,,,
2008-03-27,6486.02,6610.16,6478.81,6578.06,,,,
2008-03-28,6587.21,6616.45,6535.07,6559.9,,,,
2008-03-31,6530.11,6541.12,6429.62,6534.97,,,,
2008-04-01,6519.02,6734.5,6496.94,6720.33,,,,
2008-04-02,6749.24,6806.66,6726.43,6777.44,,,,
2008-04-03,6788.4,6802.62,6695.83,6741.72,,,,
2008-04-04,6753.87,6797.23,6691.28,6763.39,,,,
2008-04-07,6802.55,6843.25,6795.06,6821.03,,,,
2008-04-08,6795.05,6795.34,6723.84,6771.98,,,,
2008-04-09,6751.48,6785.06,6705.06,6721.36,,,,
2008-04-10,6716.69,6719.07,6608.78,6704.32,,,,
2008-04-11,6739.18,6768.12,6570.74,6603.57,,,,
2008-04-14,6561.9,6573.25,6516.51,6554.49,,,,
2008-04-15,6581.12,6626.88,6524.9,6585.05,,,,
2008-04-16,6624.61,6710.86,6600.68,6702.84,,,,
2008-04-17,6717.28,6743.14,6665.01,6681.81,,,,
2008-04-18,6703.02,6860.38,6703.02,6843.08,,,,
2008-04-21,6840.68,6848.65,6749.72,6786.55,,,,
2008-04-22,6762.44,6818.62,6702.98,6728.3,,,,
2008-04-23,6739.65,6813.67,6656.86,6795.03,,,,
2008-04-24,6776.93,6827.9,6720.91,6821.32,,,,
2008-04-25,6855.67,6945.25,6848.9,6896.58,,,,
2008-04-28,6914.4,6966.47,6819.51,6925.33,,,,
2008-04-29,6905.42,6909.99,6855.11,6885.34,,,,
2008-04-30,6888.21,6962.6,6851.52,6948.82,,,,
2008-05-02,6982.06,7092.82,6971.93,7043.23,,,,
2008-05-05,7036.99,7059.92,7021.73,7052.08,,,,
2008-05-06,7043.65,7062.37,6969.16,7017.1,,,,
2008-05-07,7040.84,7107.53,7037.01,7076.25,,,,
2008-05-08,7037.63,7073.45,7013.06,7071.9,,,,
2008-05-09,7040.79,7040.79,6961.63,7003.17,,,,
2008-05-12,7021.29,7064.6,7006.42,7035.95,,,,
2008-05-13,7062.6,7080.86,7002.37,7060.19,,,,
2008-05-14,7081.72,7101.49,7001.33,7083.24,,,,
2008-05-15,7072.12,7088.67,7037.09,7081.05,,,,
2008-05-16,7103.84,7205.96,7103.84,7156.55,,,,
2008-05-19,7177.02,7231.86,7165.44,7225.94,,,,
2008-05-20,7188.07,7188.98,7108.25,7118.5,,,,
2008-05-21,7129.07,7151.38,7013.13,7040.83,,,,
2008-05-22,7016.21,7090.23,6980.54,7070.33,,,,
2008-05-23,7057.52,7065.9,6934.54,6944.05,,,,
2008-05-26,6923.94,6965.19,6917.61,6953.84,,,,
2008-05-27,6966.05,7006.28,6905.86,6958.66,,,,
2008-05-28,6980.69,7082.26,6955.14,7033.84,,,,
2008-05-29,7055.72,7085.13,7004.7,7055.03,,,,
2008-05-30,7065.79,7124.61,7063.8,7096.79,,,,
2008-06-02,7098.7,7102.05,6995.41,7008.77,,,,
2008-06-03,6986.92,7023.18,6962.38,7019.13,,,,
2008-06-04,6993.69,6994.2,6898.01,6965.43,,,,
2008-06-05,6964.71,7008.93,6905.01,6941.83,,,,
2008-06-06,6966.09,7002.85,6796.28,6803.81,,,,
2008-06-09,6790.18,6839.32,6762.73,6815.63,,,,
2008-06-10,6789.28,6798.58,6715.98,6771.1,,,,
2008-06-11,6781.88,6812.88,6637.75,6650.26,,,,
2008-06-12,6647.6,6733.12,6647.6,6714.52,,,,
2008-06-13,6701.5,6777.87,6649.62,6765.32,,,,
2008-06-16,6773.43,6812.66,6671.8,6729.88,,,,
2008-06-17,6743.5,6855.84,6743.48,6796.16,,,,
2008-06-18,6795.18,6796.77,6705.75,6728.91,,,,
2008-06-19,6704.22,6765.1,6662.46,6721.17,,,,
2008-06-20,6730.52,6765.8,6547.4,6578.44,,,,
2008-06-23,6586.83,6628.72,6572.51,6589.46,,,,
2008-06-24,6588.06,6617.16,6444.3,6536.06,,,,
2008-06-25,6551.66,6628.62,6547.71,6617.84,,,,
2008-06-26,6571.55,6578.45,6448.12,6459.6,,,,
2008-06-27,6449.04,6464.9,6348.03,6421.91,,,,
2008-06-30,6423.37,6446.54,6308.24,6418.32,,,,
2008-07-01,6394.08,6405.43,6260.33,6315.94,,,,
2008-07-02,6319.6,6395.97,6295.45,6305.42,,,,
2008-07-03,6262.98,6392.08,6200.56,6353.74,,,,
2008-07-04,6360.7,6374.84,6255.16,6272.21,,,,
2008-07-07,6312.32,6416.24,6286.67,6395.75,,,,
2008-07-08,6314.17,6332.01,6226.74,6304.41,,,,
2008-07-09,6330.69,6397.82,6330.69,6386.46,,,,
2008-07-10,6338.63,6384.64,6254.31,6305,,,,
2008-07-11,6310.17,6332.11,6139.74,6153.3,,,,
2008-07-14,6184.65,6254.15,6184.54,6200.25,,,,
2008-07-15,6154.89,6164.73,6006.58,6081.7,,,,
2008-07-16,6100.62,6177.03,5999.32,6155.37,,,,
2008-07-17,6177.07,6318.34,6177.07,6271.27,,,,
2008-07-18,6261.48,6396.3,6236.94,6382.65,,,,
2008-07-21,6381.44,6484.29,6342.82,6424.84,,,,
2008-07-22,6395.06,6449.88,6322.03,6442.79,,,,
2008-07-23,6486.05,6562.26,6485.05,6536.09,,,,
2008-07-24,6546.17,6577.1,6415.31,6440.7,,,,
2008-07-25,6411.71,6479.96,6331.27,6436.71,,,,
2008-07-28,6428.36,6428.36,6342.32,6351.15,,,,
2008-07-29,6302.88,6425.45,6264.74,6398.8,,,,
2008-07-30,6406.03,6505.05,6396.14,6460.12,,,,
2008-07-31,6467.86,6540.45,6428.49,6479.56,,,,
2008-08-01,6461.01,6489.69,6378.55,6396.46,,,,
2008-08-04,6403.3,6403.53,6322.01,6349.81,,,,
2008-08-05,6356.4,6532.09,6342.93,6518.7,,,,
2008-08-06,6531.55,6568.79,6496.17,6561.39,,,,
2008-08-07,6542.96,6620.77,6520.79,6543.49,,,,
2008-08-08,6537.54,6586.1,6442.85,6561.65,,,,
2008-08-11,6570.52,6612.86,6555.28,6609.63,,,,
2008-08-12,6601.7,6626.7,6545.24,6585.87,,,,
2008-08-13,6562.97,6566.62,6417.33,6422.19,,,,
2008-08-14,6450.73,6481.28,6369.58,6442.21,,,,
2008-08-15,6460.22,6513.92,6394.39,6446.02,,,,
2008-08-18,6436.14,6485.91,6374.95,6432.88,,,,
2008-08-19,6398.83,6401.21,6268.73,6282.43,,,,
2008-08-20,6297.83,6336.79,6262.49,6317.8,,,,
2008-08-21,6290.32,6293.48,6219.1,6236.96,,,,
2008-08-22,6243.53,6355.96,6229.19,6342.42,,,,
2008-08-25,6332.94,6361.55,6289.11,6296.95,,,,
2008-08-26,6287.81,6370.53,6238.07,6340.52,,,,
2008-08-27,6336.35,6346.53,6252.13,6321.03,,,,
2008-08-28,6313.91,6456.18,6265.43,6420.54,,,,
2008-08-29,6427.86,6457.93,6401.22,6422.3,,,,
2008-09-01,6400.85,6448.98,6341.1,6421.8,,,,
2008-09-02,6416.85,6553.9,6379.03,6518.47,,,,
2008-09-03,6488.12,6519.21,6439.91,6467.49,,,,
2008-09-04,6477.2,6482.16,6263.08,6279.57,,,,
2008-09-05,6247.64,6253.4,6095.56,6127.44,,,,
2008-09-08,6262.34,6356.8,6241.26,6263.74,,,,
2008-09-09,6258.26,6327.18,6199.11,6233.41,,,,
2008-09-10,6225.3,6254.4,6160.55,6210.32,,,,
2008-09-11,6192.61,6202.17,6086.3,6178.9,,,,
2008-09-12,6206.97,6256.25,6159.51,6234.89,,,,
2008-09-15,6138.42,6138.42,5942.14,6064.16,,,,
2008-09-16,6017.47,6024.05,5858.57,5965.17,,,,
2008-09-17,5977.68,6035.51,5825.24,5860.98,,,,
2008-09-18,5875.05,5967.29,5812.77,5863.42,,,,
2008-09-19,5986.94,6213.67,5982.3,6143.42,,,,
2008-09-22,6188.58,6235.13,6106.11,6107.75,,,,
2008-09-23,6091.85,6123.48,6033.75,6068.53,,,,
2008-09-24,6071.32,6109.1,6013.71,6052.87,,,,
2008-09-25,6057.61,6188.43,6049.85,6173.03,,,,
2008-09-26,6118.13,6118.13,6001.01,6063.5,,,,
2008-09-29,6010.1,6015.59,5802.51,5807.08,,,,
2008-09-30,5728.3,5836.77,5658.2,5831.02,,,,
2008-10-01,5865.08,5866.4,5746.82,5806.33,,,,
2008-10-02,5794.1,5876.93,5630.46,5660.63,,,,
2008-10-03,5682.33,5831.97,5617.81,5797.03,,,,
2008-10-06,5606.07,5606.07,5292.84,5387.01,,,,
2008-10-07,5450.38,5502.33,5300.3,5326.63,,,,
2008-10-08,5237.11,5319.15,4870.2,5013.62,,,,
2008-10-09,5054.9,5153.53,4803.62,4887,,,,
2008-10-10,4594.53,4653.98,4308,4544.31,,,,
2008-10-13,4642.02,5062.45,4641.38,5062.45,,,,
2008-10-14,5135.14,5383.79,5095.12,5199.19,,,,
2008-10-15,5187.39,5192.13,4790.68,4861.63,,,,
2008-10-16,4675.9,4890.78,4521.91,4622.81,,,,
2008-10-17,4757.98,4835.9,4576.58,4781.33,,,,
2008-10-20,4891.76,4941.19,4754.27,4835.01,,,,
2008-10-21,4882.8,4909.64,4736.22,4784.41,,,,
2008-10-22,4739.74,4740.31,4535.64,4571.07,,,,
2008-10-23,4559.71,4576.87,4364.2,4519.7,,,,
2008-10-24,4362.79,4362.93,4014.6,4295.67,,,,
2008-10-27,4143.45,4486.13,4062.77,4334.64,,,,
2008-10-28,4314.91,4823.45,4314.91,4823.45,,,,
2008-10-29,4460.26,4885.85,4460.26,4808.69,,,,
2008-10-30,4894.14,5042.49,4827.27,4869.3,,,,
2008-10-31,4856.02,5066.81,4785.11,4987.97,,,,
2008-11-03,5053.94,5089.54,4967.94,5026.84,,,,
2008-11-04,5018.83,5302.57,4993.1,5278.04,,,,
2008-11-05,5268.8,5271.91,5142.85,5166.87,,,,
2008-11-06,5101.98,5101.98,4781.51,4813.57,,,,
2008-11-07,4827.56,5018.41,4751.24,4938.46,,,,
2008-11-10,5024.43,5135.15,4998.04,5025.53,,,,
2008-11-11,4984.32,4984.32,4742.48,4761.58,,,,
2008-11-12,4801.9,4875.66,4555.44,4620.8,,,,
2008-11-13,4599.64,4713.78,4524.89,4649.52,,,,
2008-11-14,4723.29,4874.16,4695.79,4710.24,,,,
2008-11-17,4700.5,4733.79,4512.21,4557.27,,,,
2008-11-18,4556.48,4607.54,4445.88,4579.47,,,,
2008-11-19,4586.33,4586.69,4337.92,4354.09,,,,
2008-11-20,4274.98,4313.16,4113.49,4220.2,,,,
2008-11-21,4228.31,4296.86,4034.96,4127.41,,,,
2008-11-24,4167.71,4579.07,4154.55,4554.33,,,,
2008-11-25,4521.85,4693.1,4455.3,4560.42,,,,
2008-11-26,4528.55,4612.22,4423.67,4560.5,,,,
2008-11-27,4596.4,4682.91,4589.16,4665.27,,,,
2008-11-28,4666.41,4703.67,4566.84,4669.44,,,,
2008-12-01,4653.12,4667.91,4367.92,4394.79,,,,
2008-12-02,4349.13,4572.18,4304.03,4531.79,,,,
2008-12-03,4508.88,4602.88,4377.63,4567.24,,,,
2008-12-04,4559.98,4732.93,4491.86,4564.23,,,,
2008-12-05,4529.2,4530.7,4321.64,4381.47,,,,
2008-12-08,4548.87,4775.71,4548.87,4715.88,,,,
2008-12-09,4673.52,4850.39,4622.24,4779.11,,,,
2008-12-10,4810.48,4839.14,4742.9,4804.88,,,,
2008-12-11,4791.56,4822.21,4710.04,4767.2,,,,
2008-12-12,4660.05,4699.06,4521.52,4663.37,,,,
2008-12-15,4718.39,4773.32,4627.46,4654.82,,,,
2008-12-16,4663.36,4758.27,4655.87,4729.91,,,,
2008-12-17,4768.71,4784.41,4639.17,4708.38,,,,
2008-12-18,4730.1,4784.72,4715.82,4756.4,,,,
2008-12-19,4720.88,4785.32,4647.13,4696.7,,,,
2008-12-22,4693.66,4701.11,4575.52,4639.02,,,,
2008-12-23,4633.47,4718.6,4622.97,4629.38,,,,
2008-12-24,4629.38,4629.38,4629.38,4629.38,,,,
2008-12-26,4629.38,4629.38,4629.38,4629.38,,,,
2008-12-29,4660.17,4732.85,4655.91,4704.86,,,,
2008-12-30,4754.22,4810.41,4754.22,4810.2,,,,
2009-01-02,4856.85,4974.73,4838.49,4973.07,,,,
2009-01-05,5010.18,5034.85,4949.36,4983.99,,,,
2009-01-06,4992.67,5111.02,4960.21,5026.31,,,,
2009-01-07,5008.62,5010.97,4914.22,4937.47,,,,
2009-01-08,4897.16,4917.62,4820.08,4879.91,,,,
2009-01-09,4891.58,4932.66,4743.97,4783.89,,,,
2009-01-12,4765.38,4791.96,4708.5,4719.62,,,,
2009-01-13,4704.51,4704.51,4596.49,4636.94,,,,
2009-01-14,4661.84,4670.84,4379.88,4422.35,,,,
2009-01-15,4434.22,4451.32,4295.76,4336.73,,,,
2009-01-16,4395.79,4474.86,4357.82,4366.28,,,,
2009-01-19,4409.88,4452.57,4249.91,4316.14,,,,
2009-01-20,4297.42,4382.11,4222.76,4239.85,,,,
2009-01-21,4208.19,4313.69,4140.26,4261.15,,,,
2009-01-22,4313.36,4368.47,4197.02,4219.42,,,,
2009-01-23,4204,4222.01,4067.43,4178.94,,,,
2009-01-26,4165.71,4371.52,4145.12,4326.87,,,,
2009-01-27,4322.99,4360.79,4264.97,4323.42,,,,
2009-01-28,4347.78,4533.7,4347.78,4518.72,,,,
2009-01-29,4495.74,4501.44,4393.98,4428.11,,,,
